id_loker,pulau,provinsi,job_position,company_name,years_of_experience,years_of_experience_cat,average_processing_time,company_industry,company_size,work_environment_waktu_bekerja,work_environment_gaya_berpakaian,work_environment_gaya_berpakaian_contoh,work_environment_tunjangan,work_environment_bahasa,platform,pendidikan,jumlah_loker_per_provinsi
10208,Jawa,Jawa Barat,Sales,PT Surya Abadi Isolasi,2,0 - 4 tahun,14,Umum & Grosir,1- 50 pekerja,senin - jumat,bisnis,kemeja,kesehatan,Indonesia,jobstreet,SMA,1771
10209,Jawa,Jawa Timur,Staff Gudang,Mapan Group,2,0 - 4 tahun,14,Makanan & Minuman/Katering/Restoran,201 - 500 pekerja,sabtu,bisnis,kemeja,kesehatan,Indonesia,jobstreet,TIDAK DICANTUMKAN,1296
10210,Jawa,Daerah Khusus Ibukota Jakarta,Finance Accounting Staff,PT Mitra Mas Sentosa,1,0 - 4 tahun,14,Lainnya,1- 50 pekerja,senin - jumat,kasual,kaos,"kesehatan, bpjs kesehatan",Inggris,jobstreet,"SMA, D3, S1",5985
10211,Jawa,Daerah Khusus Ibukota Jakarta,Staff Accounting,PT Khong Guan Biscuit,2,0 - 4 tahun,14,Produk Konsumen/Barang konsumen yang bergerak cepat,2001 - 5000 pekerja,senin - sabtu,bisnis,kemeja,"kesehatan, umum",Indonesia,jobstreet,S1,5985
10212,Jawa,Banten,Supir Reach Truck Forklift,PT Astari Niagara Internasional,5,5 - 9 tahun,14,Manufaktur/Produksi,501 - 1000 pekerja,senin - sabtu,bisnis,kemeja,kesehatan,"Indonesia, Inggris",jobstreet,TIDAK DICANTUMKAN,1219
10213,Jawa,Jawa Barat,Supervisor,PT Patco Elektronik Teknologi,3,0 - 4 tahun,14,Manufaktur/Produksi,51 - 200 pekerja,senin - jumat,kasual,kaos,bpjs kesehatan,"Indonesia, Inggris",jobstreet,TIDAK DICANTUMKAN,1771
10214,Jawa,Jawa Barat,Operator Maintenance,PT Sinergi Adimitra Jaya,2,0 - 4 tahun,14,Manufaktur/Produksi,51 - 200 pekerja,senin - sabtu,bisnis,kemeja,"umum, bpjs kesehatan",Indonesia,jobstreet,D3,1771
10215,Jawa,Daerah Khusus Ibukota Jakarta,Sales/Marketing Staff,PT. TRISINA PHARMA MEDIKA,1,0 - 4 tahun,14,Kesehatan/Medis,1- 50 pekerja,senin - sabtu,bisnis,kemeja,tidak tersedia,Indonesia,jobstreet,TIDAK DICANTUMKAN,5985
10216,Jawa,Jawa Tengah,Brand Activation Executive,PT. Herlina Indah,2,0 - 4 tahun,14,Produk Konsumen/Barang konsumen yang bergerak cepat,2001 - 5000 pekerja,senin - jumat,bisnis,kemeja,tidak tersedia,Inggris,jobstreet,S1,548
10217,Jawa,Banten,Human Resource Staff,PT. Hongsung Print Indonesia,1,0 - 4 tahun,1,Manufaktur/Produksi,1- 50 pekerja,sabtu,bisnis,kemeja,tidak tersedia,Indonesia,jobstreet,D3,1219
10218,Jawa,Daerah Khusus Ibukota Jakarta,Supervisor Qcd,Ann's Bakehouse,1,0 - 4 tahun,6,Makanan & Minuman/Katering/Restoran,1- 50 pekerja,senin - jumat,formal,kemeja polos & dasi,tidak tersedia,Tidak Dicantumkan,jobstreet,TIDAK DICANTUMKAN,5985
10219,Jawa,Jawa Barat,Admin Gudang,PT Sinergi Adimitra Jaya,2,0 - 4 tahun,14,Manufaktur/Produksi,51 - 200 pekerja,senin - sabtu,bisnis,kemeja,"umum, bpjs kesehatan",Indonesia,jobstreet,TIDAK DICANTUMKAN,1771
10220,Jawa,Daerah Khusus Ibukota Jakarta,Supervisor Ga,Ann's Bakehouse,1,0 - 4 tahun,6,Makanan & Minuman/Katering/Restoran,1- 50 pekerja,senin - jumat,formal,kemeja polos & dasi,tidak tersedia,Tidak Dicantumkan,jobstreet,D3,5985
10221,Jawa,Jawa Barat,Accounting Supervisor,PT Metropolitan Land Tbk,3,0 - 4 tahun,7,Properti/Real Estate,1001 - 2000 pekerja,senin - sabtu,bisnis,kemeja,umum,Indonesia,jobstreet,S1,1771
10222,Jawa,Daerah Khusus Ibukota Jakarta,Admin Inventory,PT Daffina Ritelindo Semesta,2,0 - 4 tahun,14,Telekomunikasi,1- 50 pekerja,sabtu,kasual,kaos,kesehatan,Indonesia,jobstreet,TIDAK DICANTUMKAN,5985
10223,Jawa,Jawa Barat,It/Development Of Sap Program,PT Honda Lock Indonesia,2,0 - 4 tahun,8,Manufaktur/Produksi,1001 - 2000 pekerja,senin - jumat,"bisnis, seragam","kemeja, seragam kantor/lapangan",kesehatan,"Indonesia, Inggris",jobstreet,"D3, S1",1771
10224,Jawa,Daerah Khusus Ibukota Jakarta,Enrollment Counselor,PT Haruka Evolusi Digital Utama,1,0 - 4 tahun,14,Komputer/Teknik Informatika (Perangkat Lunak),51 - 200 pekerja,senin - jumat,kasual,kaos,"kesehatan, umum","Indonesia, Inggris",jobstreet,SMA,5985
10225,Jawa,Jawa Barat,Sales Carton Box,ASIA PULP AND PAPER,3,0 - 4 tahun,14,Manufaktur/Produksi,lebih dari 5000 pekerja,senin - jumat,formal,kemeja polos & dasi,bpjs kesehatan,Inggris,jobstreet,"D3, S1",1771
10226,Jawa,Jawa Timur,Staff Legal And Hrd,PT United Shipping Indonesia,3,0 - 4 tahun,8,Minyak/Gas/Petroleum,51 - 200 pekerja,senin - jumat,formal,kemeja polos & dasi,umum,Indonesia,jobstreet,"S1, S2, S3",1296
10227,Kalimantan,Kalimantan Selatan,Sales Supervisor,PT Sinde Budi Sentosa,2,0 - 4 tahun,14,Lainnya,51 - 200 pekerja,senin - jumat,bisnis,kemeja,umum,Indonesia,jobstreet,"D3, S1",72
10228,Jawa,Daerah Khusus Ibukota Jakarta,Ppic Manager,PT Karya Adikita Galvanize,5,5 - 9 tahun,14,Manufaktur/Produksi,201 - 500 pekerja,senin - jumat,seragam,seragam kantor/lapangan,umum,Indonesia,jobstreet,S1,5985
10229,Jawa,Daerah Khusus Ibukota Jakarta,System Monitoring Operator,PT Kepoo Solusi Indonesia,1,0 - 4 tahun,14,Telekomunikasi,51 - 200 pekerja,sabtu,kasual,kaos,bpjs kesehatan,Indonesia,jobstreet,TIDAK DICANTUMKAN,5985
10230,Jawa,Jawa Timur,Admin Head,Perusahaan Dirahasiakan,2,0 - 4 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,S1,1296
10231,Jawa,Daerah Khusus Ibukota Jakarta,Design Graphic Staff,PT Airmas Perkasa,3,0 - 4 tahun,14,Umum & Grosir,201 - 500 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",Indonesia,jobstreet,S1,5985
10232,Jawa,Daerah Khusus Ibukota Jakarta,Executive Secretary,PT Indonesia Infrastructure Finance,5,5 - 9 tahun,14,Perbankan/Pelayanan Keuangan,51 - 200 pekerja,senin - jumat,"bisnis, kasual","kemeja, kaos","kesehatan, umum, bonus","Indonesia, Inggris",jobstreet,"D3, S1",5985
10233,Jawa,Jawa Barat,Accounting Supervisor,PT Efran Berkat Aditama,2,0 - 4 tahun,14,Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,201 - 500 pekerja,senin - jumat,bisnis,kemeja,kesehatan,Indonesia,jobstreet,S1,1771
10234,Jawa,Jawa Barat,Head Of General Affair And Legal Section,PT Honda Lock Indonesia,2,0 - 4 tahun,8,Manufaktur/Produksi,1001 - 2000 pekerja,senin - jumat,"bisnis, seragam","kemeja, seragam kantor/lapangan",kesehatan,"Indonesia, Inggris",jobstreet,"D3, S1",1771
10235,Jawa,Jawa Timur,Staff Arsitek,PT Bian Niaga Batuan,1,0 - 4 tahun,5,Umum & Grosir,51 - 200 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, bonus",Indonesia,jobstreet,S1,1296
10236,Jawa,Banten,Hris Reporting Specialist,PT Airfast Indonesia,5,5 - 9 tahun,7,Luar Angkasa/Aviasi/Pesawat Terbang,201 - 500 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum","Indonesia, Inggris",jobstreet,TIDAK DICANTUMKAN,1219
10237,Sumatera,Riau,Drive Specialist,PT Riau Andalan Pulp and Paper,10,10 - 14 tahun,14,Manufaktur/Produksi,lebih dari 5000 pekerja,senin - sabtu,formal,kemeja polos & dasi,"kesehatan, pendidikan, kacamata",Indonesia,jobstreet,"D3, S1, S2, S3",86
10238,Jawa,Daerah Khusus Ibukota Jakarta,Sales,PT Avant Solusi Servispro,1,0 - 4 tahun,13,Komputer/Teknik Informatika (Perangkat Keras),1- 50 pekerja,senin - jumat,tidak spesifik,tidak spesifik,tidak tersedia,Indonesia,jobstreet,"D3, S1",5985
10239,Sumatera,Riau,Mechnical Paper Specialist,PT Riau Andalan Pulp and Paper,10,10 - 14 tahun,14,Manufaktur/Produksi,lebih dari 5000 pekerja,senin - sabtu,formal,kemeja polos & dasi,"kesehatan, pendidikan, kacamata",Indonesia,jobstreet,"S1, S2, S3",86
10240,Jawa,Daerah Khusus Ibukota Jakarta,Enterprise Sales Unit Head,FIBERSTAR (PT. Mega Akses Persada),5,5 - 9 tahun,14,Telekomunikasi,201 - 500 pekerja,senin - jumat,kasual,kaos,"kesehatan, umum, kacamata, bpjs kesehatan",Indonesia,jobstreet,S1,5985
10241,Jawa,Daerah Khusus Ibukota Jakarta,Staff Purchasing,PT Arita Prima Indonesia,1,0 - 4 tahun,14,Industri Berat/Mesin/Peralatan,201 - 500 pekerja,senin - jumat,seragam,seragam kantor/lapangan,"kesehatan, umum",Indonesia,jobstreet,"D3, S1",5985
10242,Sulawesi,Sulawesi Selatan,Service Desk Admin,PT. NTT Indonesia Solutions,1,0 - 4 tahun,14,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",201 - 500 pekerja,senin - jumat,formal,kemeja polos & dasi,kesehatan,Inggris,jobstreet,PROFESI,121
10243,Sumatera,Kepulauan Riau,Maintenance Engineer,PT Amtek Engineering Batam,3,0 - 4 tahun,14,Manufaktur/Produksi,1001 - 2000 pekerja,senin - jumat,bisnis,kemeja,kesehatan,"Indonesia, Inggris",jobstreet,D3,126
10244,Jawa,Daerah Khusus Ibukota Jakarta,Manager Accounting,Sejati Group,5,5 - 9 tahun,14,Umum & Grosir,201 - 500 pekerja,senin - jumat,bisnis,kemeja,kesehatan,"Indonesia, Inggris",jobstreet,S1,5985
10245,Jawa,Daerah Khusus Ibukota Jakarta,Team Leader Telesales Telemarketing Officer,PT Digital Commerce Indonesia,1,0 - 4 tahun,14,Periklanan/Marketing/Promosi/Hubungan Masyarakat,51 - 200 pekerja,senin - jumat,bisnis,kemeja,bonus,Inggris,jobstreet,TIDAK DICANTUMKAN,5985
10246,Nusa Tenggara,Nusa Tenggara Barat,Accounting Officer Ntb Unit,Vasham | Japfa Group,1,0 - 4 tahun,14,Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,51 - 200 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, bpjs kesehatan",Indonesia,jobstreet,S1,37
10247,Jawa,Jawa Timur,Insurance Specialist,PT AIA FINANCIAL,3,0 - 4 tahun,14,Asuransi,1001 - 2000 pekerja,senin - jumat,bisnis,kemeja,kesehatan,Indonesia,jobstreet,S1,1296
10248,Jawa,Daerah Khusus Ibukota Jakarta,Infrastructure Section Head,PT Triputra Agro Persada,5,5 - 9 tahun,14,Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,lebih dari 5000 pekerja,senin - jumat,"bisnis, formal, seragam","kemeja, kemeja polos & dasi, seragam kantor/lapangan","kesehatan, umum, kacamata, perumahan, makan, transport, thr, jht, pensiun",Indonesia,jobstreet,S1,5985
10249,Jawa,Daerah Khusus Ibukota Jakarta,Telesales Telemarketing Officer,PT Digital Commerce Indonesia,1,0 - 4 tahun,14,Periklanan/Marketing/Promosi/Hubungan Masyarakat,51 - 200 pekerja,senin - jumat,bisnis,kemeja,bonus,Inggris,jobstreet,TIDAK DICANTUMKAN,5985
10250,Jawa,Jawa Barat,Sales Executive,PT. Papertech Indonesia,3,0 - 4 tahun,14,Manufaktur/Produksi,201 - 500 pekerja,senin - jumat,kasual,kaos,"kesehatan, umum",Indonesia,jobstreet,"S1, PROFESI",1771
10251,Jawa,Jawa Tengah,Garment Managerial Experience,"PT Pan Brothers, Tbk",2,0 - 4 tahun,14,Tekstil/Garment,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",Indonesia,jobstreet,D3,548
10252,Jawa,Daerah Khusus Ibukota Jakarta,Pelaksana Lapangan,PT Putracipta Graha Indah,1,0 - 4 tahun,14,Umum & Grosir,1- 50 pekerja,senin - jumat,bisnis,kemeja,umum,Inggris,jobstreet,TIDAK DICANTUMKAN,5985
10253,Jawa,Daerah Khusus Ibukota Jakarta,System Administrator,PT Intikom Berlian Mustika - Talent Acquisition,2,0 - 4 tahun,14,Komputer/Teknik Informatika (Perangkat Lunak),201 - 500 pekerja,senin - jumat,formal,kemeja polos & dasi,kesehatan,Indonesia,jobstreet,"D3, S1, S2, S3",5985
10254,Jawa,Jawa Barat,Teknisi Elektro,PT Panairsan Pratama,1,0 - 4 tahun,7,Umum & Grosir,1- 50 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",Indonesia,jobstreet,SMK,1771
10255,Jawa,Daerah Khusus Ibukota Jakarta,Full Time Administrasi,PT. REJEKI KENCANA MANDIRI,1,0 - 4 tahun,11,Umum & Grosir,1- 50 pekerja,senin - sabtu,kasual,kaos,umum,Indonesia,jobstreet,TIDAK DICANTUMKAN,5985
10256,Jawa,Jawa Timur,Marketing Pakan Ternak,PT New Hope Indonesia,1,0 - 4 tahun,10,Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,51 - 200 pekerja,senin - jumat,formal,kemeja polos & dasi,kesehatan,Indonesia,jobstreet,"D3, S1",1296
10257,Jawa,Jawa Barat,New Product Development Specialist,PT Prakarsa Alam Segar,3,0 - 4 tahun,14,Produk Konsumen/Barang konsumen yang bergerak cepat,lebih dari 5000 pekerja,sabtu,bisnis,kemeja,"kesehatan, umum",Indonesia,jobstreet,S1,1771
10258,Jawa,Daerah Khusus Ibukota Jakarta,Staff Gudang,PT. INTI BERKAT JAYA,1,0 - 4 tahun,8,Umum & Grosir,1- 50 pekerja,senin - jumat,bisnis,kemeja,umum,Indonesia,jobstreet,TIDAK DICANTUMKAN,5985
10259,Jawa,Daerah Khusus Ibukota Jakarta,Surveyor,PT Jotti Dakkar,3,0 - 4 tahun,6,Konstruksi/Bangunan/Teknik,1- 50 pekerja,senin - jumat,formal,kemeja polos & dasi,tidak tersedia,Indonesia,jobstreet,SMA,5985
10260,Nusa Tenggara,Bali,Web Developer,PT Karang Mas Sejahtera,1,0 - 4 tahun,14,Properti/Real Estate,51 - 200 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, bonus",Indonesia,jobstreet,S1,214
10261,Nusa Tenggara,Bali,Sap,PT Karang Mas Sejahtera,2,0 - 4 tahun,14,Properti/Real Estate,51 - 200 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, bonus",Indonesia,jobstreet,TIDAK DICANTUMKAN,214
10262,Sumatera,Kepulauan Riau,Rfs Assistant Electrical Technician,PT Altus Logistics Services Indonesia,5,5 - 9 tahun,1,Transportasi/Logistik,201 - 500 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, bpjs kesehatan",Indonesia,jobstreet,"SMA, D3",126
10263,Jawa,Daerah Khusus Ibukota Jakarta,Drafter,PT Jotti Dakkar,3,0 - 4 tahun,6,Konstruksi/Bangunan/Teknik,1- 50 pekerja,senin - jumat,formal,kemeja polos & dasi,tidak tersedia,Indonesia,jobstreet,"S1, D3",5985
10264,Jawa,Jawa Timur,Qc Superintendent,PT Matahari Putra Makmur,4,0 - 4 tahun,14,Manufaktur/Produksi,501 - 1000 pekerja,senin - sabtu,bisnis,kemeja,kesehatan,Indonesia,jobstreet,S1,1296
10265,Jawa,Daerah Khusus Ibukota Jakarta,E,Muncul Group,1,0 - 4 tahun,14,Umum & Grosir,51 - 200 pekerja,tidak spesifik,bisnis,kemeja,"kesehatan, bpjs kesehatan",Indonesia,jobstreet,"D3, S1",5985
10266,Sumatera,Sumatera Utara,Operational Manager,Perusahaan Dirahasiakan,3,0 - 4 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,S1,225
10267,Jawa,Daerah Khusus Ibukota Jakarta,Quantity Surveyor,PT Jotti Dakkar,1,0 - 4 tahun,6,Konstruksi/Bangunan/Teknik,1- 50 pekerja,senin - jumat,formal,kemeja polos & dasi,tidak tersedia,Indonesia,jobstreet,"S1, D3",5985
10268,Jawa,Jawa Barat,Insurance Specialist,PT AIA FINANCIAL,3,0 - 4 tahun,14,Asuransi,1001 - 2000 pekerja,senin - jumat,bisnis,kemeja,kesehatan,Indonesia,jobstreet,S1,1771
10269,Jawa,Daerah Khusus Ibukota Jakarta,Ui,Badan Wakaf Al-Quran,1,0 - 4 tahun,14,Organisasi Nirlaba/Pelayanan Sosial/LSM,201 - 500 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, pendidikan","Indonesia, Inggris",jobstreet,S1,5985
10270,Jawa,Daerah Khusus Ibukota Jakarta,Sales Support,PT. INTI BERKAT JAYA,1,0 - 4 tahun,8,Umum & Grosir,1- 50 pekerja,senin - jumat,bisnis,kemeja,umum,Indonesia,jobstreet,D3,5985
10271,Jawa,Jawa Timur,Personal Assistant,PT Polowijo Gosari,3,0 - 4 tahun,14,Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,1- 50 pekerja,senin - jumat,kasual,kaos,umum,Indonesia,jobstreet,S1,1296
10272,Jawa,Banten,Accounting Staff,Orami,1,0 - 4 tahun,14,Retail/Merchandise,201 - 500 pekerja,senin - jumat,kasual,kaos,"kesehatan, bpjs kesehatan, makan","Indonesia, Inggris",jobstreet,TIDAK DICANTUMKAN,1219
10273,Jawa,Jawa Barat,"Accounting, Finance & Tax",PT. Madinah Amanah Catering,0,0 - 4 tahun,1,Makanan & Minuman/Katering/Restoran,tidak spesifik,senin - jumat,tidak spesifik,tidak spesifik,tidak tersedia,Indonesia,jobstreet,TIDAK DICANTUMKAN,1771
10274,Jawa,Daerah Khusus Ibukota Jakarta,Audit Manager,Argo Manunggal Group,5,5 - 9 tahun,14,Tekstil/Garment,1001 - 2000 pekerja,senin - jumat,formal,kemeja polos & dasi,kesehatan,Inggris,jobstreet,"S1, PROFESI",5985
10275,Jawa,Jawa Timur,Supervisor Produksi,PT AKT Indonesia,1,0 - 4 tahun,14,Manufaktur/Produksi,51 - 200 pekerja,senin - jumat,bisnis,kemeja,tidak tersedia,"Indonesia, Inggris",jobstreet,S1,1296
10276,Jawa,Jawa Barat,Admin Sales,PT Arita Prima Indonesia,1,0 - 4 tahun,14,Industri Berat/Mesin/Peralatan,201 - 500 pekerja,senin - jumat,seragam,seragam kantor/lapangan,"kesehatan, umum",Indonesia,jobstreet,"D3, S1",1771
10277,Sumatera,Sumatera Selatan,Helper,PT Multi Mayaka,0,0 - 4 tahun,14,Elektrikal & Elektronik,51 - 200 pekerja,senin - jumat,bisnis,kemeja,kesehatan,Indonesia,jobstreet,TIDAK DICANTUMKAN,120
10278,Jawa,Daerah Khusus Ibukota Jakarta,Marketing Communication Support,PT GF Indonesia,1,0 - 4 tahun,7,Manufaktur/Produksi,51 - 200 pekerja,senin - jumat,kasual,kaos,kesehatan,"Indonesia, Inggris",jobstreet,"D3, S1",5985
10279,Jawa,Daerah Khusus Ibukota Jakarta,Sales Engineer,PT. SLS Bearindo,2,0 - 4 tahun,14,Umum & Grosir,51 - 200 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",Indonesia,jobstreet,"S1, D3",5985
10280,Jawa,Daerah Khusus Ibukota Jakarta,Sales Executive,PT Reeracoen Indonesia (Recruitment Firm),0,0 - 4 tahun,5,Manajemen/Konsulting HR,51 - 200 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,S1,5985
10281,Jawa,Banten,Operational Manager,PT AGRO ORGANIK INDONESIA,3,0 - 4 tahun,2,Retail/Merchandise,1- 50 pekerja,tidak spesifik,kasual,kaos,umum,Indonesia,jobstreet,TIDAK DICANTUMKAN,1219
10282,Jawa,Jawa Barat,Executive Assistant & Interpreter,PT SGMW Motor Indonesia,2,0 - 4 tahun,14,Manufaktur/Produksi,1001 - 2000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, kacamata","Inggris, Mandarin",jobstreet,PROFESI,1771
10283,Jawa,Jawa Tengah,Finance Manager,PT. Lesso Technology Indonesia,3,0 - 4 tahun,14,Polymer/Plastik/Karet/Ban,51 - 200 pekerja,senin - sabtu,bisnis,kemeja,kesehatan,Indonesia,jobstreet,S1,548
10284,Jawa,Banten,Hr Recruitment,PT Petra Sejahtera Abadi,2,0 - 4 tahun,14,Makanan & Minuman/Katering/Restoran,201 - 500 pekerja,senin - jumat,formal,kemeja polos & dasi,kesehatan,Indonesia,jobstreet,S1,1219
10285,Jawa,Jawa Timur,Warehouse Operator And Forklift Operator,PT Naku Freight Indonesia,1,0 - 4 tahun,14,Transportasi/Logistik,201 - 500 pekerja,senin - jumat,formal,kemeja polos & dasi,kesehatan,"Indonesia, Inggris",jobstreet,D3,1296
10286,Jawa,Jawa Timur,Admin Export Import,PT Amcor Specialty Cartons Indonesia,2,0 - 4 tahun,14,Manufaktur/Produksi,51 - 200 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, kacamata",Inggris,jobstreet,D3,1296
10287,Jawa,Jawa Timur,Warehouse Supervisor,PT Naku Freight Indonesia,1,0 - 4 tahun,14,Transportasi/Logistik,201 - 500 pekerja,senin - jumat,formal,kemeja polos & dasi,kesehatan,"Indonesia, Inggris",jobstreet,TIDAK DICANTUMKAN,1296
10288,Jawa,Daerah Khusus Ibukota Jakarta,Administration Head,PT Astrido Jaya Mobilindo,5,5 - 9 tahun,14,Automobil/Mesin Tambahan Automotif/Kendaraan,2001 - 5000 pekerja,senin - jumat,bisnis,kemeja,kesehatan,Indonesia,jobstreet,"S1, S2",5985
10289,Jawa,Jawa Timur,Wh Inventory Admin,PT Naku Freight Indonesia,1,0 - 4 tahun,14,Transportasi/Logistik,201 - 500 pekerja,senin - jumat,formal,kemeja polos & dasi,kesehatan,"Indonesia, Inggris",jobstreet,TIDAK DICANTUMKAN,1296
10290,Jawa,Banten,Sales Administrasi,PT Mutiara Hitam Pertiwi (Mutiara Carita Cottage),1,0 - 4 tahun,6,Hotel/Pariwisata,51 - 200 pekerja,senin - jumat,bisnis,kemeja,kesehatan,Indonesia,jobstreet,D3,1219
10291,Jawa,Daerah Khusus Ibukota Jakarta,Admin Civil,PT Gawi Makmur Kalimantan,2,0 - 4 tahun,14,Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,lebih dari 5000 pekerja,sabtu,bisnis,kemeja,"kesehatan, umum",Indonesia,jobstreet,S1,5985
10292,Jawa,Daerah Khusus Ibukota Jakarta,Finance And Accounting Asst Manager,Yay Sint Carolus,2,0 - 4 tahun,14,Kesehatan/Medis,1001 - 2000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, pendidikan, umum, kacamata",Indonesia,jobstreet,S1,5985
10293,Jawa,Daerah Khusus Ibukota Jakarta,Purchasing Fertilizer Supervisor,PT Dutapalma Nusantara (Darmex Agro Group),2,0 - 4 tahun,14,Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,umum,Indonesia,jobstreet,TIDAK DICANTUMKAN,5985
10294,Jawa,Jawa Timur,Site Manager,PT Naku Freight Indonesia,2,0 - 4 tahun,14,Transportasi/Logistik,201 - 500 pekerja,senin - jumat,formal,kemeja polos & dasi,kesehatan,"Indonesia, Inggris",jobstreet,PROFESI,1296
10295,Jawa,Daerah Khusus Ibukota Jakarta,Site Manager Me,VIVERE GROUP,3,0 - 4 tahun,14,Pelayanan Arsitek/Desain Interior,1001 - 2000 pekerja,senin - jumat,bisnis,kemeja,"umum, bpjs kesehatan",Inggris,jobstreet,"D3, S1",5985
10296,Jawa,Banten,Sales/Telemarketing,PT Intimas Chemindo,5,5 - 9 tahun,14,Bahan Kimia/Pupuk/Pestisida,51 - 200 pekerja,senin - sabtu,bisnis,kemeja,"kesehatan, umum","Indonesia, Inggris",jobstreet,TIDAK DICANTUMKAN,1219
10297,Jawa,Daerah Khusus Ibukota Jakarta,Programmer,etera trade,1,0 - 4 tahun,2,Transportasi/Logistik,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,"D3, S1",5985
10298,Jawa,Daerah Khusus Ibukota Jakarta,Accounting And Finance Associate,PT Cobra Dental Indonesia,2,0 - 4 tahun,14,Retail/Merchandise,201 - 500 pekerja,senin - sabtu,bisnis,kemeja,"kesehatan, umum",Indonesia,jobstreet,S1,5985
10299,Jawa,Daerah Khusus Ibukota Jakarta,After Sales,PT Electrolux Indonesia,3,0 - 4 tahun,14,Elektrikal & Elektronik,51 - 200 pekerja,senin - jumat,"bisnis, kasual","kemeja, kaos","kesehatan, umum, kacamata",Indonesia,jobstreet,D3,5985
10300,Jawa,Banten,Quality Control,PT Niera Sinergi bumitama,2,0 - 4 tahun,1,Konstruksi/Bangunan/Teknik,1- 50 pekerja,senin - sabtu,formal,kemeja polos & dasi,tidak tersedia,Indonesia,jobstreet,S1,1219
10301,Jawa,Jawa Timur,Training Koordinator,Dea Bakery,1,0 - 4 tahun,14,Makanan & Minuman/Katering/Restoran,201 - 500 pekerja,sabtu,seragam,seragam kantor/lapangan,kesehatan,Indonesia,jobstreet,S1,1296
10302,Jawa,Daerah Khusus Ibukota Jakarta,Digital Marketing,PT Axindo Infotama,3,0 - 4 tahun,6,Retail/Merchandise,51 - 200 pekerja,sabtu,formal,kemeja polos & dasi,"kesehatan, umum",Indonesia,jobstreet,TIDAK DICANTUMKAN,5985
10303,Jawa,Jawa Timur,Digital Marketing,Carissa Mega Pesona,1,0 - 4 tahun,8,Umum & Grosir,1- 50 pekerja,senin - sabtu,bisnis,kemeja,tidak tersedia,Indonesia,jobstreet,S1,1296
10304,Jawa,Daerah Khusus Ibukota Jakarta,Tax Supervisor,PT Harmoni Dinamik Indonesia,3,0 - 4 tahun,14,Lainnya,51 - 200 pekerja,senin - jumat,"kasual, seragam","kaos, seragam kantor/lapangan","kesehatan, umum","Indonesia, Inggris",jobstreet,S1,5985
10305,Jawa,Daerah Khusus Ibukota Jakarta,Finance & Accounting Manager,LIFEPHARM INDONESIA,2,0 - 4 tahun,14,Umum & Grosir,51 - 200 pekerja,senin - sabtu,bisnis,kemeja,kesehatan,"Indonesia, Inggris",jobstreet,TIDAK DICANTUMKAN,5985
10306,Jawa,Jawa Timur,Senior Graphic Design,Dea Bakery,2,0 - 4 tahun,14,Makanan & Minuman/Katering/Restoran,201 - 500 pekerja,sabtu,seragam,seragam kantor/lapangan,kesehatan,Indonesia,jobstreet,D3,1296
10307,Jawa,Jawa Barat,Production Engineer,PT Indesso Aroma,3,0 - 4 tahun,14,Manufaktur/Produksi,501 - 1000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, bonus",Indonesia,jobstreet,S1,1771
10308,Sumatera,Sumatera Utara,General Manager,PT Gunung Sari Indonesia,4,0 - 4 tahun,14,Elektrikal & Elektronik,51 - 200 pekerja,tidak spesifik,formal,kemeja polos & dasi,kesehatan,Indonesia,jobstreet,S1,225
